82,211,0,0,4.52914946e-02,1.40449418e-01,-2.51784326e+00
82,-211,0,0,1.15908502e-01,3.42000612e-01,-2.04432261e+01
82,-211,0,0,9.26785350e-02,-3.66189829e-01,-1.69620202e+01
83,-211,0,0,3.10108248e-01,-1.47632352e+00,-4.62296099e+01
83,321,0,0,-8.27080365e-01,-7.94491577e-01,-3.48552163e+01
84,-321,0,0,1.56025018e-01,4.00036291e-01,-1.06989855e+01
84,211,0,0,5.79353206e-01,-1.24911657e-01,-1.06828093e+01
83,-211,0,0,2.79032084e-01,6.30769731e-01,-3.74235271e+01
83,-211,0,0,7.33011191e-01,3.72451740e-01,-6.60463652e+01
84,321,0,0,-1.15881691e+00,1.35916038e-01,-4.22622672e+01
83,211,0,0,2.37446888e+00,2.62769342e-02,-4.96464219e+01
84,-211,0,0,2.21352930e-01,-8.93268657e-02,-3.60037585e+00
83,-211,0,0,1.15702675e-01,-1.91724194e-01,-1.00820200e+01
84,211,0,0,-6.19429153e-01,3.20470332e-02,-4.16343622e+01
83,321,0,0,3.43781598e+00,-4.97771480e-01,-1.53440966e+02
84,211,0,0,-1.80461962e-01,3.72813014e-01,-3.41996277e+01
84,-211,0,0,4.75342569e-01,3.06331602e-01,-3.43790005e+01
83,-211,0,0,2.53354668e-01,-2.99208854e-02,-3.10698963e+00
84,211,0,0,4.84384225e-01,-1.77516818e-01,-2.28742617e+01
84,211,0,0,-2.25353654e-01,-1.70714041e-02,-1.60194956e+01
83,-211,0,0,8.88152486e-02,-5.33161108e-01,-4.50919775e+01
83,321,0,0,-4.20621172e-01,3.37148563e-01,-6.32860939e+00
83,-321,0,0,-2.44084027e-01,-1.19235025e-01,-4.28043312e+00
83,211,0,0,2.21612218e-01,-4.03106000e-01,-3.76019021e+01
83,211,0,0,-1.45928475e-01,4.91212762e-01,-3.03718207e+01
84,-321,0,0,-1.78746893e+00,-9.72892373e-01,-6.71493660e+01
84,-321,0,0,-3.53218599e-01,-5.05494340e-02,-4.06349352e+00
83,-2212,0,0,-2.34563649e-01,-1.61047600e+00,-1.32440755e+02
84,211,0,0,-7.84621406e-02,1.09212524e-01,-4.06918290e+00
84,-211,0,0,3.20081836e-01,-1.47157017e+00,-5.98316314e+01
84,-3122,0,0,-2.17216529e+00,-7.90243278e-01,-2.89211292e+01
84,-2112,0,0,-1.64949349e+00,6.63962265e-01,-4.53672483e+01
84,-211,0,0,-1.65560686e+00,1.23457545e+00,-2.80407143e+01
84,321,0,0,-8.66169349e-01,1.37829845e-01,-3.16510360e+01
84,-321,0,0,-1.02317435e+00,2.38940020e-01,-6.21950755e+01
84,211,0,0,-5.48977321e-01,3.89663908e-02,-3.00622772e+01
84,-211,0,0,-1.16025651e+00,-2.71167807e-01,-8.95114397e+01
84,321,0,0,5.81416082e-01,3.98374237e-01,-7.84136522e+00
84,-211,0,0,-6.45473273e-01,2.65761903e-01,-2.81862443e+01
83,2212,0,0,7.86492107e-01,-1.15591090e+00,-1.71355286e+01
83,-2112,0,0,1.72580900e+00,-3.26451766e+00,-4.43073456e+01
83,-211,0,0,3.71724212e-02,-8.76428315e-01,-8.60713084e+00
84,211,0,0,-2.15717095e-01,9.87161668e-01,-1.18813122e+01
83,3222,0,0,1.12742701e-01,1.46543987e+00,-2.84033662e+01
83,-3312,0,0,4.15605413e-01,2.47654872e+00,-2.75629309e+01
83,-321,0,0,6.37854975e-01,2.92177676e-01,-8.94568847e+00
84,-211,0,0,2.68427688e-01,6.48752256e-01,-7.38333624e+00
84,3122,0,0,8.89344423e-02,2.93591601e-01,-3.39095687e+00
84,-211,0,0,-9.59881792e-02,-1.22951983e-02,-7.16903472e+00
83,211,0,0,-3.64881099e-01,-1.63076580e-01,-3.98059710e+00
84,-211,0,0,8.10058452e-02,2.21076710e-01,-2.83575581e+00
83,-3322,0,0,-5.31647684e-01,-2.73984943e-01,-2.74112142e+01
83,-321,0,0,7.81782357e-01,-1.37790261e-01,-1.80403179e+01
83,211,0,0,5.27526001e-01,-7.92663464e-01,-2.92199579e+01
84,-211,0,0,-8.83630792e-01,2.37946297e-01,-3.26483877e+01
84,211,0,0,-2.01479591e-01,-6.06658027e-01,-8.09661457e+00
84,-2112,0,0,-8.43043268e-01,-3.07678415e-01,-1.51827802e+01
84,-211,0,0,-4.97474343e-01,-1.89583557e-01,-7.39647569e+00
83,2112,0,0,-1.27279229e+00,3.10957411e-01,-3.75329685e+01
83,-3122,0,0,-6.13516474e-01,7.42835420e-01,-6.93596535e+01
84,211,0,0,1.25009985e+00,2.49518813e+00,-1.60172325e+02
83,-3112,0,0,-9.85905610e-01,-5.11403028e-01,-1.43186070e+01
84,211,0,0,-4.28169636e-02,-1.42492340e-01,-6.20628353e+00
84,-2112,0,0,-2.80310977e-01,-2.64393835e-01,-2.22131350e+01
84,-211,0,0,1.69773691e-01,-5.51974313e-02,-4.19333859e+00
83,211,0,0,-5.73501561e-01,4.16497589e-01,-1.78120168e+01
83,2112,0,0,-1.18426565e+00,2.53378042e+00,-1.73423374e+02
84,-2212,0,0,-1.15811233e+00,1.21872258e-01,-8.37537168e+01
84,2112,0,0,2.44398035e-01,3.18398166e-01,-6.41579745e+00
84,-321,0,0,2.74607980e-01,-2.79113189e-01,-3.19585228e+01
84,211,0,0,-5.21168498e-01,1.26444908e-01,-1.33670907e+01
84,2112,0,0,1.12881153e+00,4.97227544e-01,-5.47765063e+01
84,-2212,0,0,9.84146734e-02,-1.15185612e-01,-1.11602126e+01
83,-211,0,0,4.41865093e-01,-2.87053863e-01,-9.87871175e+00
83,-321,0,0,3.70534676e-01,1.90457848e-01,-6.02311699e+00
83,2212,0,0,-3.10630358e+00,-1.45108754e+00,-4.33737995e+01
84,-2212,0,0,2.99585323e-01,1.23627948e-01,-1.35709177e+01
84,211,0,0,-5.61240569e-01,2.03452366e-01,-9.15826856e+00
83,211,0,0,-1.46668781e-01,1.77920476e-02,-4.77249371e+00
83,-211,0,0,-9.61685508e-01,2.36970778e-01,-1.44507880e+01
83,-211,0,0,-1.13720474e+00,9.69260225e-01,-2.54780660e+01
83,-211,0,0,-6.18753251e-01,-9.50174136e-02,-3.79615477e+01
83,211,0,0,-8.00912127e-01,4.65137833e-02,-4.38792997e+01
84,2212,0,0,5.84947206e-01,1.66910439e-01,-4.32315288e+01
84,-2212,0,0,5.24729775e-01,1.80976012e-01,-3.39258359e+01
84,211,0,0,1.98511039e-01,1.30982285e-01,-1.44570417e+01
83,211,0,0,-4.30531747e-01,1.23770018e+00,-4.97668905e+01
86,211,0,0,-1.17318523e-01,-1.65810231e-02,-1.62421423e+00
86,-211,0,0,-7.98811491e-02,6.14137069e-02,-3.33645444e+00
83,-2112,0,0,4.37962857e-02,2.57986958e-01,-6.06980072e+00
83,2112,0,0,9.02710010e-01,1.75750933e+00,-4.86108865e+01
83,-2212,0,0,6.03946377e-01,8.74080150e-01,-2.56514895e+01
83,-211,0,0,-5.48071527e-01,-1.05475092e-01,-3.31801075e+01
84,3122,0,0,1.23414393e+00,-1.01200006e+00,-1.17703502e+02
83,211,0,0,1.78429029e-01,-7.88880432e-02,-2.06172112e+00
84,211,0,0,5.16976253e-02,-4.19964336e-02,-7.62954453e-01
84,-211,0,0,-2.63275201e-01,1.16360825e-02,-4.29298526e+00
84,211,0,0,-9.32389746e-01,9.63018053e-01,-1.90634290e+01
84,211,0,0,1.97804743e-01,-1.49787845e-02,-7.53560570e+00
84,-211,0,0,1.24051085e-01,8.50592584e-02,-1.07057163e+01
84,211,0,0,5.93754902e-01,-1.30354142e+00,-3.03045929e+01
84,-211,0,0,1.28249391e-01,-4.19552872e-01,-2.48476998e+01
84,211,0,0,-2.95009758e-01,-1.54097183e-01,-4.60168113e+00
83,-211,0,0,-1.32403368e-01,8.97974884e-02,-8.04369931e+00
83,2112,0,0,-8.87153078e-01,8.62337049e-01,-1.32676851e+01
83,-211,0,0,-3.81764574e-01,7.39148883e-01,-8.33330434e+00
83,2112,0,0,4.32495430e-01,-2.08916416e-02,-3.18911852e+01
84,-211,0,0,-3.84602695e-02,1.09365237e-01,-1.42896916e+00
84,321,0,0,-8.16929364e-03,1.20091574e-01,-2.62416999e+00
83,211,0,0,-6.30626731e-02,5.06834904e-01,-4.05041064e+01
83,-211,0,0,-5.19819810e-01,5.05008528e-01,-2.76654184e+01
83,321,0,0,5.88982936e-01,6.30860651e-01,-3.32787693e+01
84,2212,0,0,7.67614100e-02,-1.82523223e-01,-8.87012436e+00
84,-2112,0,0,7.34336236e-01,1.22406835e+00,-7.34652845e+01
83,211,0,0,-7.98929950e-02,-3.35614619e-02,-1.72845863e+00
83,-211,0,0,-6.66639810e-03,-3.16816025e-01,-3.96924934e+00
83,2112,0,0,1.17968038e+00,9.43423389e-01,-1.66253389e+01
83,-2112,0,0,2.90956057e-01,1.07887951e+00,-2.92654584e+01
83,-321,0,0,-2.75028639e-02,1.78927648e+00,-4.11799018e+01
84,211,0,0,-1.03117723e-01,-2.91085774e-01,-1.41409832e+01
83,-211,0,0,1.09578416e+00,-2.70494354e-01,-1.41879037e+01
83,-2112,0,0,9.20874321e-01,-1.07346625e-01,-9.44426042e+00
83,211,0,0,8.67672047e-02,-3.29515460e-01,-2.36509192e+01
84,211,0,0,5.10744689e-01,4.00392862e-01,-1.39617692e+01
83,211,0,0,-6.93412810e-01,-2.91594817e+00,-1.03146276e+02
83,-211,0,0,3.25456407e-01,-2.91073935e-01,-2.01608717e+01
83,211,0,0,-1.98104374e-02,-4.15826234e-01,-8.79018824e+00
83,-211,0,0,-7.75979230e-02,4.43108452e-02,-1.02426586e+00
83,321,0,0,9.08665714e-01,5.50746441e-01,-1.25726016e+01
83,211,0,0,-1.48219361e-01,4.19573751e-01,-4.72732972e+00
83,2212,0,0,-5.46130696e-01,3.38867148e-01,-5.02620689e+01
