666,-3122,0,0,1.47904841e+00,2.62208511e+00,-8.41214909e+00,2.59637623e+01,-4.54811335e+00,-4.63653503e+02
666,310,0,0,-5.26512487e-01,-2.78894234e+00,-8.59787872e+00,2.59637623e+01,-4.54811335e+00,-4.63653503e+02
